job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
183,21,Data Analyst,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-05-05 00:00:00,False,True,USA,year,77108,37.07
184,36,Analytics Engineer,Senior Machine Learning Engineer,Remote,LinkedIn,Part-time,False,USA,2023-07-13 00:00:00,False,False,USA,year,176503,84.86
185,7,Data Analyst,Senior Data Engineer,"London, UK",LinkedIn,Part-time,False,USA,2023-04-24 00:00:00,False,True,USA,year,128494,61.78
186,45,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Full-time,True,USA,2023-10-14 00:00:00,False,False,USA,year,161732,77.76
187,27,Data Scientist,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-09-24 00:00:00,False,True,USA,year,167290,80.43
188,8,Data Analyst,Senior Data Analyst,"Austin, TX",LinkedIn,Part-time,False,USA,2023-09-20 00:00:00,False,True,USA,year,133634,64.25
189,19,Machine Learning Engineer,Senior Analytics Engineer,"London, UK",LinkedIn,Contract,False,USA,2023-09-13 00:00:00,True,False,USA,year,97726,46.98
190,48,Data Scientist,Senior Data Analyst,Remote,LinkedIn,Part-time,False,USA,2023-02-04 00:00:00,True,True,USA,year,78234,37.61
191,23,Analytics Engineer,Senior Data Analyst,Remote,LinkedIn,Contract,False,USA,2023-05-20 00:00:00,True,False,USA,year,89387,42.97
192,25,Data Analyst,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-01-21 00:00:00,False,False,USA,year,124519,59.86
193,11,Analytics Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-11-08 00:00:00,True,False,USA,year,139363,67.0
194,32,Data Scientist,Senior Data Scientist,Remote,LinkedIn,Part-time,False,USA,2023-04-01 00:00:00,False,False,USA,year,147992,71.15
195,36,Data Engineer,Senior Data Scientist,Remote,LinkedIn,Part-time,False,USA,2023-04-23 00:00:00,False,True,USA,year,142198,68.36
196,15,Data Analyst,Senior Data Analyst,"New York, NY",LinkedIn,Part-time,False,USA,2023-01-05 00:00:00,True,False,USA,year,109420,52.61
197,13,Machine Learning Engineer,Senior Data Analyst,"New York, NY",LinkedIn,Part-time,False,USA,2023-04-23 00:00:00,True,False,USA,year,147742,71.03
198,10,Data Engineer,Senior Data Analyst,Remote,LinkedIn,Full-time,False,USA,2023-02-27 00:00:00,True,False,USA,year,128421,61.74
199,17,Data Analyst,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-04-03 00:00:00,True,False,USA,year,91925,44.19
200,11,Machine Learning Engineer,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-08-20 00:00:00,False,True,USA,year,170172,81.81
